,TRUTH,FULL_NEWS,cluster
3075,FALSE,MOSTLY “Italy has decided not to treat their elderly for this virus.”,11
3076,FALSE,Drink water a lot and gargling with warm water & salt or vinegar to eliminate the virus,11
3077,FALSE,A Cuban vaccine cured 1.500 people infected with the new coronavirus,14
3078,FALSE,"A post says that if warm water with salt prevent the new coronavirus infection, killing it in the throat",4
3079,FALSE,The Simpsons had already predicted the coronavirus pandemic,2
3080,FALSE,A photo claimed that a Lithuanian town of Mazeikiai is being cut off from the rest of the country due to outbreak of COVID-19,3
3081,FALSE,A facebook post claimed that a message from Stanford hospital gives advice to drink water every 15 minutes in order to prevent COVID-19,8
3082,FALSE,"An image on Facebook claimed that hundreds of infected people are hidden in Lithuanian hospitals, and were taken to crematoriums",14
3083,FALSE,Partially Claim that notes from an “uncle” who “graduated with a master’s degree” and worked at Shenzhen Hospital is advice on COVID-19 symptoms and treatment,8
3084,FALSE,Ancient herbal drink is an efffective remedy for the novel coronavirus,5
3085,FALSE,False COVID-19 hotline number shared in Canada,16
3086,FALSE,Israel has no cases of the coronavirus because it developed a cure,18
3087,FALSE,"Claim that COVID-19 has been around for a long time, with a photo of an animal vaccine labeled “coronavirus”",16
3088,FALSE,"A photo showing full vegan supermarkets’ shelves, next to empty ones, with a caption saying “even at a time of coronavirus, no one wants to eat vegan”",0
3089,FALSE,"After the closure of schools in France, president Emmanuel Macron announced classes next summer to catch up",0
3090,FALSE,Cuba developed a coronavirus vaccine,0
3091,FALSE,Holding your breath without coughing will tell you if you have COVID-19,16
3092,FALSE,Books Predicted The coronavirus Before it happened,0
3093,FALSE,India Announced Holidays for 4 States,0
3094,FALSE,Israel and USA have come up with a vaccine,0
3095,FALSE,Viral video suggests the two cases of coronavirus in Ghana tested negative,18
3096,FALSE,Viral post suggests Dettol sanitizer can kill coronavirus,0
3097,FALSE,"A misleading chart being spread on Facebook, erroneously dubbing the new coronavirus the “least deadly virus.”",11
3098,FALSE,Indian Ministry of Health and Family Welfare as issued an office memorandum declaring compulsory holiday in four Indian states,19
3099,FALSE,"The claim that a scientific paper published in Nature in 2015, shows that the new virus was developed in labs",11
3100,FALSE,image showing italian doctors exhausted and sleeping,0
3101,FALSE,Propolis cures COVID-19,16
3102,FALSE,A secret invasion of 40 thousand american troops immune to COVID-19 is ongoing in Europe,16
3103,FALSE,"COVID-19 is a human made, and an American biological weapon",16
3104,FALSE,Croatian president tells people to buy in bulk for at least 2 weeks,15
3105,FALSE,People panicking about a COVID-19 case at the Dakar Airport,15
3106,FALSE,Saddam Hussein explaining what is coronavirus about,0
3107,FALSE,Healthy ministry sent an email about the new coronavirus,4
3108,FALSE,Coronavirus scare began after impeachment,0
3109,FALSE,Supermarkets are recalling coronavirus-infected toilet paper,0
3110,FALSE,Man did pass along coronavirus infection at a WalMart in Louisiana,0
3111,FALSE,NYC did implement citywide quarantine,0
3112,FALSE,Spanish Ministry of Interior is closing-off Madrid,0
3113,FALSE,Drinking hot beverages prevents coronavirus infection,0
3114,FALSE,Audio from WhatsApp that says there are a doctor and two nurses hospitalized on the ICU in Terrassa (Barcelona),0
3115,FALSE,Film ‘coronavirus’ predicted the current pandemic,2
3116,FALSE,A viral message listing false and unrelated statements about coronavirus has falsely been attributed to the United Nations International Children’s Emergency Fund (UNICEF),0
3117,FALSE,Israel has manufactured the coronavirus (COVID-19) vaccine,16
3118,FALSE,"Partially They are not looking for volunteers to be infected with SARS-CoV-2 in British laboratories for 4,000 euros",14
3119,FALSE,Partially Zhong Nanshan: shower may cause coronavirus infection according to cases in Hong Kong and Diamond Princess,18
3120,FALSE,"The Minister of Defense of Japan posted a tweet to thank Taiwan for donating 500,000 face masks",0
3121,FALSE,"Asterix comics in 1981 mentioned coronavirus, French people knew the outbreak in advance",3
3122,FALSE,A Turkish citizen in Yozgat ate yogurt and soap together to get rid of the virus,11
3123,FALSE,Central government has announced blanket holiday for schools/colleges in 4 states in India,6
3124,FALSE,The health service in Ireland is asking people to stockpile food,19
3125,FALSE,Ireland is going into a ‘Status Red’ lockdown with the military patrolling the streets,0
3126,FALSE,COVID-19 Breeds Rapidly In Toilet Paper,16
3127,FALSE,Singapore checks the Saliva of Indonesian arrivals at Changi Airport,0
3128,FALSE,A Twitter post claimed Christiano Ronaldo is transforming his string of hotels to hospitals; to aid in the fight against COVID-19,16
3129,FALSE,"Advice about coronavirus prevention and remedies, allegedly from Stanford Hospital",8
3130,FALSE,Staff of Gold Coast Hospital in Australia has gifted a volleyball to Tom Hanks in quarantine,8
3131,FALSE,"An infographic has been shared thousands of times in multiple Facebook posts which claim it shows a nine-day timeline of the symptoms of the novel coronavirus, COVID-19",5
3132,FALSE,Evo Morales (ex-mandatary of Bolivia) has COVID-19,16
3133,FALSE,"A post shared more than 165,000 times on Facebook includes a video of a woman turning a baby wipe into a face mask to “protect against coronavirus.”",14
3134,FALSE,Eleven coronavirus patients visited malls and hotels in Metro Manila that are part of a “confidential list.”,0
3135,FALSE,A vaccine for the 2019 novel coronavirus has been found and there will be no more deaths due to the coronavirus,5
3136,FALSE,“It’s actually the safest time to fly.”,0
3137,FALSE,Drinking “water a lot and gargling with warm water & salt or vinegar eliminates” the coronavirus,0
3138,FALSE,"MOSTLY “President Trump, COVID-19 coronavirus: U.S. cases 1,329; U.S. deaths, 38; panic level: mass hysteria. President Obama, H1N1 virus: U.S. cases, 60.8 million; U.S. deaths, 12,469; panic level: totally chill. Do you all see how the media can manipulate your life.”",18
3139,FALSE,Elderly people are left to die in an Italian hospital near Milan,8
3140,FALSE,Airports and train stations in Lithuania are being closed down,0
3141,FALSE,COVID-19 is cured with hot water and baking soda,16
3142,FALSE,Claim that disease outbreaks and pandemics correspond with election years,0
3143,FALSE,"Photo purportedly showing Tom Hanks holding a volleyball, claiming the hospital staff in Australia gave it to him as a tribute and to cheer him up while in quarantine",8
3144,FALSE,Infographic claiming that the coronavirus pandemic fits a pattern of viral outbreaks that occur every 100 years,2
3145,FALSE,Photos showing empty shelves at supermarkets,0
3146,FALSE,This video purports to show body bags for virus victims in Italy,11
3147,FALSE,"Warm drinks kill the coronavirus, the virus dies when the ambient temperature is higher than 26ºC, gargling warm water helps treating the disease and the virus stays on your hands for 10 minutes",11
3148,FALSE,Mexicans can call the Mexican government to get a COVID-19 test at home,6
3149,FALSE,"3,500 italians potentially infected with the novel coronavirus arrived in Brazil in a cruiseship",5
3150,FALSE,"The Brazilian government released additional money for beneficiaries of Bolsa Família, a national conditional cash transfer programme",6
3151,FALSE,News channels suggests drinking tulsi and noni juice will help prevent the Novel coronavirus,5
3152,FALSE,Argentine President Alberto Fernández said that “the WHO recomended to drink hot drinks because heat kills the virus” (about coronavirus),11
3153,FALSE,"In Colombia, “First Child registered as Yair coronavirus Mosquera”",0
3154,FALSE,Hot lemon juice prevents coronavirus,0
3155,FALSE,Iranians have published report saying that coronavirus is a biological warfare,0
3156,FALSE,"KFC San Marino Shopping (Guayaquil, Ecuador) employee with COVID-19",16
3157,FALSE,Jair Bolsonaro tested positive for COVID-19,0
3158,FALSE,Policemen in China chase COVID-19 in a subway station,7
3159,FALSE,UNICEF’s advice on preventing COVID-19,16
3160,FALSE,Most affected countries by COVID-19 are along the same 40-degree North latitude,16
3161,FALSE,Indian President Ramnath Kovind pouring gaumutra (cow urine) on globe to prevent coronavirus,0
3162,FALSE,"A worker of Prince hotel in Mehdipatnam (Hyderbad, India) has tested positive for coronavirus",0
3163,FALSE,Drinking water in which garlic was boiled will cure you from COVID-19,16
3164,FALSE,OMS staff member is spreading coronavirus on purpose,0
3165,FALSE,Jair Bolsonaro has the new coronavirus,4
3166,FALSE,Garlic heals the new coronavirus,4
3167,FALSE,U.S. presidential election canceled due to coronavirus,0
3168,FALSE,Australian Hospital Staff Rolled In A Wilson Volleyball To Keep Tom Hanks Company In Quarantine,8
3169,FALSE,A former and controversial CIA officer said coronavirus was made in a lab,19
3170,FALSE,Zamora has cancelled Holy week due to coronavirus,0
3171,FALSE,"Catalonia, Valencia and Aragon cancel classes in schools, colleges and universities because of coronavirus outbreak",3
3172,FALSE,Tuit reports that Brazilian president Jair Bolsonaro has tested positive for the coronavirus,0
3173,FALSE,"China has announced the sucess of Egyptian serum form Dr. Hala, Ealth Minister of Egypt, against coronavirus",7
3174,FALSE,"Podemos spokesman, Pablo Echenique, is not in intensive care after getting infected with covid",14
3175,FALSE,Education Ministry announces all students are passing the actual course without making exams because of coronavirus,0
